year,sentence_id,actor,predicate,negotiation_point,predicate_type
2007,108,COP,requested,continue consultations with the Polish and Danish Governments with a view to finalizing Host Country Agreements (FCCC/SBI/2007/15/Add.,support
2007,113,EUROPEAN UNION,Available,The EU,other
2007,114,JAMAICA,called for,more research on lower stabilization scenarios,support
2007,115,SUDAN,co-chaired by Ismail Elgizouli,Discussions continued informally and in a contact group,other
2007,115,BELGIUM,co-chaired by Jean-Pascal van Ypersele,Discussions continued informally and in a contact group,other
2007,127,CANADA,chaired by Tina Guthrie,these issues,other
2007,127,GAMBIA,chaired by Bubu Pateh Jallow,these issues,other
2007,137,CANADA,co-chaired by,SBI plenary on 4 December and in a contact group and informal consultations,support
2007,137,CHINA,co-chaired by,SBI plenary on 4 December and in a contact group and informal consultations,support
2007,140,EUROPEAN UNION,Available,The EU,other
2007,157,USA,stressed,a new and different mandate,support
2007,157,UMBRELLA GROUP,stressed,a new and different mandate,support
2007,159,BRAZIL,Available,Brazil,other
2007,166,AUSTRALIA,co-chaired,informal consultations,other
2007,166,BAHAMAS,co-chaired,informal consultations,other
2007,174,G-77/CHINA,agreed to a proposal by,consider technology transfer under both the SBSTA and SBI agendas,support
2007,174,CHINA,agreed to a proposal by,consider technology transfer under both the SBSTA and SBI agendas,support
2007,180,G-77/CHINA,seeking,a set of indicators to monitor and assess implementation and effectiveness of the technology transfer framework,support
2007,183,USA,proposed,a facility or programme under the GEF,support
2007,206,AUSTRIA,chaired by,the matter,other
2007,206,ROMANIA,chaired by,the matter,other
2007,218,CHINA,exchanged views on,broad elements of adverse effects identified by G-77/China,other
2007,219,SOUTH AFRICA,Available,Available,other
2007,225,COP,referred,this sub-item,other
2007,237,PAPUA NEW GUINEA,suggested,early action in relation to discussions on the future climate change regime,support
2007,237,COLOMBIA,proposed,including sub-national approaches in addition to national ones,support
2007,237,JAPAN,opposed,reference to Annex II parties in a paragraph inviting parties to mobilize resources,opposition
2007,248,COP,calls on parties that have not paid their contributions to the core budget,to do so expeditiously,support
2007,248,COP,expresses appreciation to parties that have paid their contributions to the core budget,to have paid their contributions to the core budget,support
2007,248,COP,encourages parties,to increase their efforts to contribute to the Trust Fund for Participation in the UNFCCC process and to the Trust Fund for Supplementary Activities,support
2007,248,COP,reiterates its appreciation to the Government of Germany,for its annual voluntary contribution to the core budget of €766,support
2007,260,KENYA,This issue was addressed,in SBSTA plenary on 4 December,other
2007,263,G-77/CHINA,Available,The G-77/China,other
2007,264,JAPAN,suggested considering,the matter at COP 16,support
2007,269,AUSTRALIA,was referred to informal consultations facilitated by,the issue,other
2007,280,EUROPEAN UNION,Available,The EU,other
2007,281,NORWAY,briefed delegates on,a recent technical workshop in Oslo,other
2007,292,NEW ZEALAND,was then the subject of informal consultations facilitated by,the issue,other
2007,311,EUROPEAN UNION,Available,The EU,other
2007,312,FRANCE,was referred to,a contact group chaired by Marie Jaudet (France) and Qingchen Chao (China),other
2007,312,CHINA,was referred to,a contact group chaired by Marie Jaudet (France) and Qingchen Chao (China),other
2007,316,INDIA,notes with appreciation,programmes developed by parties in planning and implementing activities relating to Article 6 in accordance with the New Delhi work programme,support
2007,320,COP,adopts,the amended New Delhi work programme,support
2007,323,AUSTRALIA,announced,new Prime Minister Kevin Rudd’s intention to ratify the Kyoto Protocol expeditiously,other
2007,324,EUROPEAN UNION,Available,The EU,other
2007,325,EUROPEAN UNION,stressed the need to operationalize the Adaptation Fund,operationalize the Adaptation Fund,support
2007,325,EUROPEAN UNION,called for an inclusive post-2012 negotiation process under the Convention and Protocol,an inclusive post-2012 negotiation process under the Convention and Protocol,support
2007,330,NORWAY,co-chaired,informal consultations and a contact group,other
2007,330,QATAR,co-chaired,informal consultations and a contact group,other
2007,333,CHINA,urged,the Executive Board to focus on its supervisory role,support
2007,334,SWITZERLAND,Available,Switzerland,other
2007,335,SWITZERLAND,Available,Switzerland,other
2007,338,COLOMBIA,Available,Colombia,other
2007,346,COP/MOP,recognizes barriers to regional distribution and the need to address them and abolishes the CDM levy and registration fee for projects in LDCs,barriers to regional distribution and the need to address them and abolishes the CDM levy and registration fee for projects in LDCs,support
2007,356,BOLIVIA,called for increasing,the limit to 48 kt of CO2/year,support
2007,357,BRAZIL,supported,a maximum of 12 kt of CO2/year,support
2007,369,HUGARY,co-chaired,informal consultations,other
2007,369,GHANA,co-chaired,informal consultations,other
2007,378,CANADA,co-chaired,informal consultations,other
2007,378,TANZANIA,co-chaired,informal consultations,other
2007,398,CANADA,co-chaired by,SBI plenary on 5 December,support
2007,398,CHINA,co-chaired by,SBI plenary on 5 December,support
2007,426,AUSTRIA,co-chaired by Helmut Hojesky,the matter,other
2007,426,ROMANIA,co-chaired by Vlad Trusca,the matter,other
2007,438,EUROPEAN UNION,supported,a role for the GEF,support
2007,438,JAPAN,supported,a role for the GEF,support
2007,439,EUROPEAN UNION,submitted proposals that the entity consist of a governing body,the entity consist of a governing body,support
2007,455,EUROPEAN UNION,stated,there was an overlap between this agenda item and the SBSTA item on Protocol Article 2,other
2007,455,JAPAN,stated,there was an overlap between this agenda item and the SBSTA item on Protocol Article 2,other
2007,459,SAUDI ARABIA,urged,a contact group discussion,support
2007,459,KUWAIT,urged,a contact group discussion,support
2007,477,FRANCE,chaired,a contact group,other
2007,477,FRANCE,held,informal consultations,other
2007,478,EUROPEAN UNION,maintained that,any discussion on a legally-binding approach should occur within the context of post-2012 arrangements and could therefore potentially be considered under the Protocol Article 9 review process,support
2007,485,USA,Available,GOOD PRACTICE GUIDANCE FOR LAND USE,other
2007,491,BELARUS,PROPOSAL FROM BELARUS TO PREPARE FOR IMPLEMENTATION OF AMENDMENT OF ANNEX B TO THE PROTOCOL,AMENDMENT OF ANNEX B TO THE PROTOCOL,support
2007,493,BELARUS,enters into force after having been ratified by three-fourths of Protocol parties,three-fourths of Protocol parties,other
2007,495,RUSSIA,supported,this course of action,support
2007,495,UKRAINE,supported,this course of action,support
2007,498,COP/MOP,takes note of the proposal,Belarus to prepare for the implementation of the amendment to Annex B to the Kyoto Protocol prior to its entry into force,other
2007,510,INDONESIA,Available,Indonesian President Susilo Bambang Yudhoyono,other
2007,517,PAKISTAN,Available,Pakistan,other
2007,518,PORTUGAL,Available,Portugal,other
2007,520,AUSTRALIA,Available,Australia,other
2007,521,GERMANY,announced plans to cut emissions by 40% by 2020 compared with 1990 levels,cut emissions by 40% by 2020 compared with 1990 levels,support
2007,522,INDONESIA,briefed delegates on,two high-level meetings held in parallel with COP 13 and COP/ MOP 3,other
2007,537,RUSSIA,proposal,"""Russian proposal""",support
2007,544,EUROPEAN UNION,had accepted,this language,support
2007,548,AUSTRALIA,facilitated,A contact group and informal negotiations,other
2007,548,SOUTH AFRICA,facilitated,A contact group and informal negotiations,other
2007,555,CHINA,called for,parallel but independent processes under the Convention and the Protocol,support
2007,556,USA,supported,a two-track approach and the formation of a working group,support
2007,562,EUROPEAN UNION,favored,this text,support
2007,568,INDIA,drew the President’s attention to,his country’s preference for a paragraph on nationally appropriate mitigation actions by developing country parties in the context of sustainable development,support
2007,571,USA,Responding to,US comments,other
2007,572,PAPUA NEW GUINEA,asked,the US to “get out of the way” if it was not willing to lead,support
2007,572,USA,was not willing to lead,get out of the way,other
2007,573,USA,responded,that,other
2007,574,USA,wanted,to go forward as part of a new framework and to be part of the roadmap,support
2007,595,AUSTRALIA,expressed support for,the AWG’s previous conclusions,support
2007,598,SOUTH AFRICA,Available,Available,other
2007,600,G-77/CHINA,stressed,the AWG should agree to complete its work in 2009,support
2007,600,CHINA,stressed,the AWG should agree to complete its work in 2009,support
2007,608,CANADA,opposed,it,opposition
2007,608,RUSSIA,opposed,it,opposition
2007,628,RUSSIA,PROPOSAL,This issue (FCCC/KP/CMP/2007/INF.,support
2007,629,RUSSIA,at COP/MOP 1 to develop procedures for the approval of voluntary commitments,procedures for the approval of voluntary commitments,support
2007,631,RUSSIA,proposal,the appropriate process for considering the Russian proposal,support
2007,635,CANADA,indicated that parts of the proposal could be considered as a part of the Bali roadmap,parts of the proposal could be considered as a part of the Bali roadmap,support
