year,paragraph_id,actor,predicate,negotiation_point,predicate_type
2007,323,AUSTRALIA,announced new Prime Minister Kevin Rudd’s intention to ratify,the Kyoto Protocol expeditiously,support
2007,325,EUROPEAN UNION,stressed the need to operationalize the Adaptation Fund,operationalization of the Adaptation Fund,support
2007,325,EUROPEAN UNION,called for an inclusive post-2012 negotiation process under the Convention and Protocol,an inclusive post-2012 negotiation process under the Convention and Protocol,support
2007,330,NORWAY,co-chaired,informal consultations and a contact group,other
2007,330,QATAR,co-chaired,informal consultations and a contact group,other
2007,333,CHINA,urged,focus on its supervisory role,support
2007,334,SWITZERLAND,Available,,other
2007,335,SWITZERLAND,Available,,other
2007,338,COLOMBIA,Available,,other
2007,346,COP/MOP,recognizes barriers to regional distribution and the need to address them and abolishes the CDM levy and registration fee for projects in LDCs,abolishing the CDM levy and registration fee for projects in LDCs,support
2007,350,CHINA,and a few others,,other
2007,356,BOLIVIA,called for increasing the limit to 48 kt of CO2/year,48 kt of CO2/year,support
2007,357,BRAZIL,supported,a maximum of 12 kt of CO2/year,support
2007,369,HUNGARY,co-chaired,informal consultations,other
2007,369,GHANA,co-chaired,informal consultations,other
2007,378,CANADA,co-chaired,informal consultations,other
2007,378,TANZANIA,co-chaired,informal consultations,other
2007,389,SBI,urges,Annex B parties to initiate the operation of their national registries with the international transaction log as soon as possible during 2008,support
2007,398,CANADA,co-chaired by,SBI plenary on 5 December,other
2007,398,CHINA,co-chaired by,SBI plenary on 5 December,other
2007,426,AUSTRIA,co-chaired by Helmut Hojesky,the matter,other
2007,426,ROMANIA,co-chaired by Vlad Trusca,the matter,other
2007,438,JAPAN,supported,a role for the GEF,support
2007,438,EUROPEAN UNION,supported,a role for the GEF,support
2007,439,EUROPEAN UNION,submitted proposals that the entity consist of a governing body,entity consist of a governing body,support
2007,455,JAPAN,stated,there was an overlap between this agenda item and the SBSTA item on Protocol Article 2,other
2007,455,EUROPEAN UNION,stated,there was an overlap between this agenda item and the SBSTA item on Protocol Article 2,other
2007,459,SAUDI ARABIA,urged,a contact group discussion,support
2007,459,KUWAIT,urged,a contact group discussion,support
2007,477,FRANCE,chaired a contact group and held informal consultations,informal consultations,other
2007,478,EUROPEAN UNION,maintained that any discussion on a legally-binding approach should occur within the context of post-2012 arrangements and could therefore potentially be considered under the Protocol Article 9 review process,legally-binding approach,support
2007,491,BELARUS,proposal,to prepare for implementation of amendment of Annex B to the Protocol,support
2007,495,RUSSIA,supported,this course of action,support
2007,495,UKRAINE,supported,this course of action,support
2007,498,BELARUS,proposal of,prepare for the implementation of the amendment to Annex B to the Kyoto Protocol prior to its entry into force,support
2007,510,INDONESIA,Available,Indonesian President Susilo Bambang Yudhoyono,other
2007,517,PAKISTAN,Available,,other
2007,518,PORTUGAL,Available,,other
2007,520,AUSTRALIA,Available,,other
2007,521,GERMANY,announced plans to cut emissions by 40% by 2020 compared with 1990 levels,cut emissions by 40% by 2020 compared with 1990 levels,support
2007,522,INDONESIA,briefed delegates on,two high-level meetings held in parallel with COP 13 and COP/ MOP 3,other
2007,537,RUSSIA,proposal,voluntary commitments,support
2007,544,EUROPEAN UNION,had accepted,this language,support
2007,548,AUSTRALIA,facilitated,contact group and informal negotiations,other
2007,548,SOUTH AFRICA,facilitated,contact group and informal negotiations,other
2007,555,CHINA,called for,parallel but independent processes under the Convention and the Protocol,support
2007,556,USA,supported,a two-track approach,support
2007,556,USA,supported,the formation of a working group,support
2007,557,Co-Facilitator Bamsey,presented three options for a new process,an informal Convention process similar to the previous “Dialogue” approach,support
2007,557,Co-Facilitator Bamsey,presented three options for a new process,a formal Convention process taking the form of a new subsidiary body under the Convention (an ad hoc working group),support
2007,557,Co-Facilitator Bamsey,presented three options for a new process,an integrated,support
2007,562,EUROPEAN UNION,favored,this text,support
2007,567,President Witoelar,presented a,Proposal by the President,support
2007,568,INDIA,drew the President’s attention to,his country’s preference for a paragraph on nationally appropriate mitigation actions by developing country parties in the context of sustainable development,other
2007,572,PAPUA NEW GUINEA,asked the US to,get out of the way,support
2007,572,USA,was not willing to lead,lead,opposition
2007,573,USA,responded,,other
2007,574,USA,wanted to go forward as part of a new framework and to be part of the roadmap,new framework,support
2007,581,COP,decides that the process shall address,"""enhanced national/international action on mitigation""",support
2007,595,AUSTRALIA,expressed support for,the AWG’s previous conclusions,support
2007,598,SOUTH AFRICA,Available,,other
2007,600,G-77/CHINA,stressed that the AWG should agree to complete its work in 2009,complete its work in 2009,support
2007,608,CANADA,opposed it,it,opposition
2007,608,RUSSIA,opposed it,it,opposition
2007,628,RUSSIA,PROPOSAL,This issue (FCCC/KP/CMP/2007/INF.,support
2007,629,RUSSIA,at COP/MOP 1 to develop procedures for the approval of voluntary commitments,procedures for the approval of voluntary commitments,support
2007,635,CANADA,indicated that parts of the proposal could be considered as a part of the Bali roadmap,parts of the proposal,support
2007,635,AUSTRALIA,Available,,other
2007,636,EUROPEAN UNION,supported,further consideration of the proposal,support
2007,636,BELARUS,supported,further consideration of the proposal,support
2007,637,INDONESIA,facilitated by Djismun Kasri,informal consultations,other
2007,643,INDONESIA,hosting the conference,hosting the conference,other
2007,645,PAKISTAN,Available,,other
2007,646,EUROPEAN UNION,noted,a busy two years lies ahead,other
2007,672,USA,provide a means to re-engage,the Bali roadmap to continue to provide a means to re-engage the United States in negotiations on future commitments,support
2007,693,USA,re-engagement of,the confidence-building phase of negotiations,other
2007,699,INDIA,aimed to ensure that mitigation actions by developing country parties are supported by technology,mitigation actions by developing country parties are supported by technology,support
2007,708,CANADA,Available,,other
2007,708,JAPAN,Available,,other
2007,710,AOSIS,was unable to summon up the support for a stronger reference,a stronger reference,opposition
2007,718,G-77/CHINA,was seen as one of several positive outcomes for,this meeting,other
2007,727,USA,supported,"""land use""",support
2007,748,INDIA,will take place in New Delhi,Delhi Sustainable Development Summit 2008,other
2007,750,USA,WASHINGTON INTERNATIONAL RENEWABLE ENERGY CONFERENCE (WIREC) 2008: This conference will be held in,Washington,other
2007,758,HUNGARY,This meeting is tentatively scheduled to be held in,Budapest,other
2007,771,AOSIS,Alliance of Small Island States,,other
2024,4,UNITED ARAB EMIRATES (UAE),opened the contact group,New Collective Quantified Goal,other
2024,6,G-77/CHINA,underlined that provision be from developed to developing countries,provision be from developed to developing countries,support
2024,7,USA,opposed,inclusion of loss and damage,opposition
2024,10,LDCs,detailing,an allocation floor of USD 220 billion per year for the LDCs,support
2024,11,AILAC,suggested,regional allocation floors,support
2024,20,USA,urged acknowledging that the USD 100 billion goal was exceeded in 2022,USD 100 billion goal was exceeded in 2022,support
2024,25,AOSIS,Available,,other
2024,26,NORWAY,Available,,other
2024,35,BARBADOS,co-facilitated,informal consultations,other
2024,40,AOSIS,stressed that it should not overlap with the second Global Stocktake (GST 2),overlap with the second Global Stocktake (GST 2),support
2024,40,NORWAY,stressed that it should not overlap with the second Global Stocktake (GST 2),overlap with the second Global Stocktake (GST 2),support
2024,42,GERMANY,co-facilitated,Mitigation Ambition and Implementation Work Programme (MWP),other
2024,47,SAUDI ARABIA,co-facilitated,informal consultations,other
2024,47,NORWAY,co-facilitated,informal consultations,other
2024,48,AFRICAN GROUP,expressed flexibility about,definitions,other
2024,55,AFRICAN GROUP,noted there is already a decision about the linkage between the mechanism and international registries,linkage between the mechanism and international registries,other
2024,57,AOSIS,stressed,authorization should be no later than issuance,support
